age,gross_monthly_income,years_continuous_experience,current_debt_to_income_ratio,number_of_dependents,home_ownership,default_status
43,4100,27,0.18,0,1,0
62,4900,43,0.356,3,0,0
25,5500,5,0.292,1,0,1
38,5700,22,0.084,1,0,0
54,4800,26,0.289,0,0,0
37,11200,20,0.154,1,1,0
43,1000,25,0.276,2,1,0
25,5400,8,0.215,0,0,0
43,6600,15,0.064,1,0,0
35,8300,12,0.318,0,1,0
49,4900,32,0.467,2,1,0
52,5500,27,0.512,2,1,0
69,10600,48,0.102,1,0,0
44,11300,22,0.159,0,0,0
41,3800,22,0.132,2,1,0
40,5500,22,0.147,4,0,0
33,11400,11,0.205,2,0,0
42,1300,24,0.227,1,1,0
34,2600,6,0.496,1,0,0
40,11400,24,0.122,1,1,0
53,9300,26,0.417,4,1,0
25,5300,5,0.306,1,0,0
51,3800,29,0.493,1,1,0
53,2900,29,0.263,2,0,0
36,3200,18,0.179,2,0,0
20,9200,0,0.027,1,1,0
30,2900,14,0.13,1,0,0
53,5600,35,0.117,2,0,0
37,2900,20,0.162,0,0,0
26,6800,10,0.23,1,1,1
31,3000,11,0.383,2,0,1
48,4500,26,0.397,2,1,0
44,1600,21,0.263,1,0,0
35,1600,14,0.087,0,0,0
33,4400,15,0.271,1,0,0
33,1800,11,0.244,0,0,0
26,13700,5,0.229,1,1,0
57,1600,33,0.5,1,1,0
34,2600,10,0.084,1,1,0
52,5100,31,0.218,1,0,0
56,4300,39,0.077,2,0,0
49,2600,31,0.167,0,0,0
32,2400,14,0.083,0,0,0
42,2600,23,0.29,4,1,0
37,3700,15,0.428,0,1,0
27,12300,4,0.259,2,1,0
41,4800,21,0.068,1,0,0
23,7600,2,0.187,1,1,0
52,6800,31,0.151,0,1,0
32,8300,14,0.035,0,0,0
40,1000,23,0.565,2,0,1
41,3900,25,0.528,0,1,0
34,9600,16,0.105,1,0,0
45,3300,23,0.353,0,0,0
32,12300,14,0.213,1,0,0
48,12000,28,0.199,2,0,0
21,2700,0,0.705,2,0,1
39,3200,16,0.329,2,0,0
61,3100,45,0.131,2,0,0
25,2500,1,0.214,0,0,0
29,1800,4,0.201,0,0,0
44,6300,28,0.324,1,0,0
40,1900,23,0.172,1,0,1
42,6300,17,0.362,1,0,0
43,6800,23,0.268,3,1,0
45,1800,29,0.027,0,1,0
51,13200,35,0.084,1,1,0
42,6400,22,0.129,3,0,0
35,7100,19,0.204,2,0,0
46,3100,27,0.124,0,0,0
60,7900,39,0.101,2,1,0
36,8100,10,0.357,1,1,0
26,3700,7,0.408,1,0,1
51,16000,26,0.188,2,1,0
36,4200,10,0.206,0,0,0
20,7200,0,0.199,1,1,0
48,5700,26,0.52,1,0,1
31,6200,15,0.107,1,0,0
36,1500,14,0.655,2,0,0
41,5400,16,0.155,2,0,0
40,2900,20,0.194,2,1,0
46,2700,19,0.194,1,0,0
32,11400,8,0.102,0,1,0
44,4000,21,0.058,2,0,0
34,2200,9,0.181,1,0,0
46,3800,24,0.245,1,1,0
45,2300,29,0.476,1,1,0
26,9400,7,0.182,4,0,1
51,3200,26,0.236,5,0,1
31,5900,14,0.198,0,0,0
47,11000,27,0.361,2,1,0
42,3600,26,0.201,1,1,0
60,7000,32,0.315,0,1,0
35,2200,8,0.168,1,0,0
33,19000,16,0.203,3,0,1
37,7700,16,0.425,0,1,0
34,3800,16,0.204,2,0,0
47,3000,24,0.058,0,0,0
20,3400,0,0.288,2,1,0
25,3000,1,0.198,0,0,1
25,12200,3,0.189,1,0,0
49,2100,17,0.284,4,0,1
58,5900,42,0.426,1,1,0
36,4500,20,0.135,2,0,0
35,4100,16,0.237,1,0,0
38,4300,22,0.31,2,0,0
51,4900,35,0.368,2,0,0
26,6900,10,0.134,1,0,0
40,6700,23,0.214,0,0,0
49,6600,32,0.098,0,0,0
44,1000,21,0.23,0,0,0
40,5600,22,0.293,2,0,0
50,1800,30,0.115,0,1,0
20,5400,0,0.343,0,0,0
46,12000,29,0.315,1,0,0
30,2400,11,0.263,1,0,1
20,3100,0,0.048,0,0,0
44,3400,28,0.306,0,1,0
54,11200,38,0.065,0,0,0
36,4600,14,0.301,1,0,0
49,13800,27,0.232,0,1,0
57,6300,28,0.252,1,0,0
53,5900,32,0.058,1,0,0
57,5400,33,0.249,2,1,0
46,7800,26,0.319,1,1,0
38,1600,16,0.127,2,0,0
20,3800,0,0.396,2,0,1
35,4300,19,0.103,1,0,0
27,6000,5,0.274,0,0,0
64,4700,35,0.484,2,1,0
35,2300,13,0.224,1,0,0
39,4300,12,0.061,3,0,1
44,2500,26,0.391,1,0,0
38,1300,18,0.273,0,0,0
58,8200,37,0.524,1,1,0
30,6100,14,0.135,2,0,0
40,6200,24,0.32,3,0,0
29,9300,13,0.35,0,0,0
22,2400,0,0.081,1,0,1
30,1600,6,0.164,0,0,0
37,4200,15,0.111,2,0,1
32,3300,8,0.452,1,1,0
29,2400,9,0.274,0,0,0
21,3500,0,0.346,0,0,1
37,3000,16,0.407,0,1,0
20,1200,0,0.028,3,0,1
47,3800,28,0.572,0,0,0
38,2100,15,0.143,2,0,0
20,4300,1,0.411,2,1,1
34,2800,10,0.49,0,1,0
28,8200,12,0.054,3,1,0
41,12500,25,0.378,1,0,0
54,7600,31,0.186,0,1,0
20,1400,0,0.312,0,0,0
39,11200,20,0.229,2,1,0
36,10800,12,0.057,1,0,0
46,5000,28,0.399,0,0,0
40,10100,20,0.464,3,1,0
28,2700,2,0.256,1,1,0
34,1300,7,0.035,1,0,0
28,2300,1,0.226,2,1,0
50,14300,31,0.352,1,1,0
38,1700,13,0.49,1,0,0
60,5500,43,0.208,1,0,0
37,4600,20,0.111,1,0,0
29,3100,13,0.363,0,1,0
20,2800,0,0.422,3,0,1
20,3900,3,0.524,3,1,0
20,2600,0,0.389,2,0,1
41,2100,24,0.242,1,0,0
44,5200,21,0.106,1,1,0
20,7000,1,0.074,0,0,0
48,8500,32,0.32,2,0,0
32,2500,10,0.212,1,0,1
39,2200,23,0.48,0,1,0
57,4600,40,0.374,1,1,0
48,13000,32,0.131,2,0,0
34,6600,18,0.505,0,1,0
27,6000,6,0.392,2,1,1
20,6500,4,0.319,0,0,0
29,5500,13,0.345,1,1,0
35,4600,15,0.548,1,0,0
26,5900,8,0.284,2,0,0
36,2900,8,0.241,1,0,0
38,1800,10,0.268,0,0,0
35,6900,18,0.41,0,1,0
30,8400,7,0.242,0,0,1
40,2300,17,0.271,2,0,0
43,7900,25,0.081,5,1,1
24,11000,8,0.049,1,0,0
54,5100,34,0.169,0,0,0
36,2600,16,0.168,1,1,0
38,4800,19,0.407,1,0,0
46,3400,24,0.133,0,1,0
40,3200,23,0.21,0,0,0
49,6600,33,0.391,1,0,0
41,1800,20,0.275,1,0,0
30,1700,8,0.159,1,0,0
42,4900,26,0.036,2,0,0
24,3600,0,0.27,0,0,0
39,5800,23,0.372,3,1,0
37,13900,19,0.376,1,1,0
35,4700,16,0.526,2,0,0
36,6400,18,0.371,1,0,0
20,2000,2,0.479,1,0,1
31,6000,3,0.104,1,0,0
39,3400,22,0.608,0,1,0
39,4200,9,0.407,0,0,1
25,3500,3,0.403,0,1,0
53,9500,32,0.279,0,1,0
27,1800,5,0.165,0,0,0
49,1100,18,0.127,2,1,0
43,4200,26,0.129,2,0,0
30,5600,14,0.294,2,0,1
59,6100,42,0.299,1,0,0
23,7800,2,0.462,0,0,0
49,6600,33,0.36,0,0,0
50,3500,29,0.484,2,0,0
29,900,2,0.195,1,0,0
54,4500,33,0.302,1,0,0
34,8000,15,0.587,1,0,0
41,3700,23,0.095,3,1,0
41,4500,17,0.157,1,0,0
36,5800,19,0.566,2,0,0
47,2500,19,0.378,1,0,1
47,6600,19,0.517,1,0,0
20,9700,0,0.164,0,0,0
53,4700,33,0.092,0,1,0
20,1800,0,0.203,0,0,0
50,4600,25,0.549,1,0,0
51,1400,34,0.592,0,0,0
24,4800,6,0.2,0,0,0
33,5800,17,0.479,3,0,1
24,10200,2,0.423,1,0,0
35,3700,12,0.321,3,1,0
34,5800,18,0.161,0,0,0
47,3000,28,0.317,2,0,0
53,4200,37,0.036,0,1,0
54,2200,37,0.208,3,1,0
31,3500,8,0.267,1,0,0
35,3600,17,0.099,2,0,0
20,4500,1,0.186,0,0,0
28,2900,12,0.148,0,0,0
49,5100,28,0.126,2,1,0
57,4400,37,0.524,1,1,0
23,3200,5,0.511,2,0,1
30,4300,10,0.213,3,0,0
37,4400,16,0.264,1,0,0
41,7400,24,0.312,2,1,0
28,3900,12,0.219,2,1,0
43,3600,15,0.194,0,1,0
32,3900,14,0.235,0,0,0
37,2900,17,0.039,1,1,0
44,3600,19,0.233,0,1,0
38,12800,3,0.288,1,1,0
32,2500,16,0.132,1,0,0
36,3600,14,0.184,1,0,1
36,3600,18,0.282,3,0,0
33,3700,15,0.514,1,0,1
34,3600,16,0.232,3,0,1
57,6500,41,0.249,0,0,0
44,1700,24,0.127,4,1,0
34,8300,18,0.241,1,0,0
46,6800,22,0.302,1,0,0
33,2000,12,0.25,0,0,0
52,1200,30,0.059,0,1,0
42,2600,23,0.274,4,1,0
36,3800,17,0.143,1,0,0
43,21600,21,0.013,3,0,0
20,5200,4,0.129,2,0,1
24,1300,5,0.416,0,0,0
23,2600,6,0.148,1,0,0
39,4500,22,0.332,0,0,0
58,6400,42,0.246,1,0,0
64,2500,38,0.234,0,0,0
45,4500,27,0.158,1,0,0
44,3000,19,0.502,2,1,0
20,1900,0,0.562,1,0,1
31,5100,15,0.289,0,0,0
28,6700,12,0.285,1,0,0
30,6000,0,0.103,2,1,0
35,5500,7,0.247,2,1,0
32,3100,12,0.255,4,0,1
20,5600,0,0.125,1,0,0
46,5900,28,0.55,1,1,0
25,4000,3,0.306,0,0,0
40,3200,22,0.347,0,1,0
62,4300,46,0.26,1,1,0
26,4300,10,0.349,1,0,0
20,15700,0,0.169,2,0,0
34,5400,18,0.364,0,0,0
51,3500,31,0.156,3,0,0
61,3400,45,0.427,1,1,0
23,2900,6,0.203,0,0,0
43,16600,19,0.291,2,1,0
32,3300,11,0.273,1,0,0
36,7600,16,0.12,0,1,0
69,4500,45,0.518,1,0,0
20,4300,0,0.234,2,0,1
41,7000,15,0.279,3,1,0
43,3400,24,0.405,1,0,0
51,3500,32,0.438,1,0,0
39,12700,23,0.411,2,0,0
41,8400,22,0.166,1,0,0
33,6600,9,0.165,3,0,0
41,6900,15,0.227,1,1,0
33,5300,9,0.464,1,1,0
45,16600,29,0.494,0,0,1
33,4100,8,0.359,0,0,1
42,6800,26,0.043,2,1,0
37,1700,13,0.586,1,0,1
51,3100,32,0.34,2,0,0
37,2100,14,0.21,0,1,0
20,8200,4,0.24,1,0,0
53,1100,28,0.303,1,0,0
27,3300,11,0.55,1,1,0
30,900,12,0.467,1,1,0
30,2600,13,0.056,2,0,0
54,4000,38,0.271,0,1,0
20,8400,0,0.115,1,0,0
75,7300,47,0.461,0,0,0
50,2700,19,0.428,1,0,0
40,8500,19,0.148,0,1,0
37,4300,12,0.3,1,1,0
41,4600,20,0.516,1,0,1
44,2300,22,0.41,2,1,0
45,2600,26,0.24,0,1,0
44,2800,23,0.217,0,0,0
39,4400,16,0.29,1,1,0
35,4600,17,0.559,1,1,0
36,11000,16,0.16,0,0,0
35,5500,15,0.401,3,0,1
51,1100,27,0.085,1,0,0
45,5900,29,0.34,0,0,0
20,1500,0,0.067,1,0,0
45,2400,17,0.364,1,0,0
40,2600,15,0.416,1,1,0
37,2700,11,0.167,0,1,0
33,1800,12,0.513,3,1,1
51,5600,29,0.411,0,1,0
49,2100,24,0.251,3,0,0
28,4600,1,0.406,0,0,0
42,18400,26,0.022,4,1,0
26,1800,10,0.561,3,0,1
21,3100,0,0.072,3,0,0
30,900,11,0.143,2,0,1
48,4100,30,0.022,1,0,0
49,7600,33,0.287,4,1,0
44,7400,26,0.08,1,1,0
46,5200,30,0.364,0,0,0
44,7400,15,0.262,3,0,0
30,18900,10,0.054,2,1,0
43,13100,23,0.248,0,0,0
47,3500,24,0.175,2,1,0
47,1900,23,0.392,2,0,0
52,3900,28,0.113,2,0,0
46,2700,21,0.211,2,0,0
42,6200,24,0.183,1,0,0
50,2500,31,0.318,1,0,0
37,4100,13,0.166,1,0,0
27,6700,9,0.482,1,1,0
36,4100,16,0.402,2,0,1
29,2300,7,0.33,3,0,0
29,7900,5,0.53,0,1,0
36,1500,20,0.043,1,0,0
28,3200,5,0.394,3,0,1
34,4200,14,0.429,2,0,0
20,3700,0,0.18,0,0,0
40,4900,16,0.305,0,1,0
38,6000,11,0.323,0,1,0
28,3700,2,0.094,0,0,0
45,3600,19,0.386,3,1,1
49,3700,23,0.454,0,0,0
20,2500,0,0.23,3,0,0
28,6300,7,0.103,1,1,0
28,2600,4,0.09,0,0,0
26,6300,3,0.161,2,1,0
47,5000,28,0.485,3,0,0
35,3100,13,0.328,0,0,0
34,6200,14,0.283,2,1,0
20,2500,3,0.356,1,0,0
45,6600,19,0.424,0,1,0
23,4200,2,0.314,1,0,1
38,2800,9,0.744,1,0,1
41,6600,25,0.269,0,1,0
54,7400,36,0.464,4,0,1
22,7400,1,0.525,1,0,1
20,6500,0,0.33,2,1,1
40,6000,18,0.21,2,1,0
59,2800,37,0.183,0,1,0
52,22900,36,0.182,3,1,0
40,2100,24,0.26,1,1,0
32,7200,10,0.396,1,0,0
47,6500,31,0.174,1,0,0
26,2000,8,0.163,1,1,1
43,4200,20,0.084,0,0,0
44,4700,27,0.514,3,0,0
50,10300,23,0.263,1,1,0
71,3800,46,0.054,2,1,0
42,4100,26,0.237,1,1,0
31,1100,14,0.164,1,0,0
37,13000,21,0.326,0,1,0
20,2000,3,0.001,1,0,1
29,4700,5,0.18,3,1,0
33,4000,14,0.104,0,1,0
31,3800,9,0.217,1,1,0
39,7600,23,0.33,0,0,0
28,10400,4,0.356,1,1,0
51,5900,33,0.326,3,0,0
38,6500,17,0.134,2,0,1
37,5300,17,0.113,3,0,0
34,8200,18,0.114,2,0,0
39,3600,23,0.196,0,0,0
47,8900,23,0.04,0,1,0
27,7500,5,0.069,0,0,0
30,7400,5,0.021,1,1,0
34,2900,12,0.069,2,0,0
21,3300,0,0.132,1,1,0
28,4800,12,0.146,0,0,0
32,1900,13,0.049,0,0,0
48,12800,28,0.259,4,1,0
41,4200,13,0.383,2,0,0
40,5200,17,0.499,2,1,0
48,3300,21,0.426,0,1,0
36,1900,13,0.171,0,0,0
42,3200,24,0.41,0,0,0
36,5000,15,0.287,0,0,0
41,6900,20,0.312,3,0,1
31,4700,14,0.153,0,1,0
20,4600,1,0.097,0,0,0
36,3600,16,0.204,0,0,0
55,6600,28,0.077,1,1,0
49,12600,33,0.298,1,1,0
49,7300,24,0.209,0,1,0
52,8500,35,0.229,0,1,0
39,5500,23,0.494,1,0,0
40,1800,15,0.104,0,1,0
30,2100,7,0.032,1,0,0
34,5300,8,0.319,2,0,0
45,4500,21,0.194,0,0,0
52,6100,23,0.273,1,1,0
36,11600,13,0.352,3,1,0
32,6400,12,0.658,0,1,0
38,9200,16,0.424,2,1,0
45,4900,20,0.219,2,0,0
20,2300,3,0.129,1,0,0
20,3600,2,0.291,1,1,0
31,2500,12,0.134,0,0,0
23,10100,7,0.31,2,0,1
31,6600,10,0.566,1,1,0
36,6200,20,0.711,1,0,1
32,8600,11,0.292,2,0,1
55,1500,31,0.174,1,1,0
41,6600,22,0.256,3,1,0
41,2000,14,0.249,2,0,1
45,4900,29,0.088,1,0,0
24,3000,0,0.292,0,0,1
50,7200,27,0.151,0,1,0
37,5300,21,0.223,0,0,0
46,9700,15,0.288,4,1,0
25,2700,5,0.557,3,0,1
20,5800,3,0.509,1,1,0
47,5600,31,0.168,0,1,0
42,1800,22,0.358,2,1,0
27,2300,7,0.502,1,0,0
27,3500,6,0.16,1,0,0
51,9900,32,0.3,1,0,0
23,4800,0,0.157,1,1,1
57,2700,38,0.284,1,0,0
27,3800,11,0.317,0,1,0
45,16000,25,0.397,1,0,0
34,4800,18,0.547,1,1,0
45,3900,23,0.489,0,0,0
31,5800,14,0.452,4,1,1
36,6900,15,0.24,1,1,0
38,3200,12,0.121,1,1,0
25,5400,8,0.058,2,1,0
46,3800,21,0.466,1,0,0
31,6400,12,0.452,0,0,1
35,4400,7,0.252,0,0,0
26,5300,7,0.512,2,0,0
20,2400,3,0.243,0,0,1
35,2500,12,0.352,0,0,0
66,10200,47,0.523,0,0,0
47,4800,30,0.046,1,1,0
37,5300,18,0.275,2,0,1
34,3500,14,0.376,2,0,0
38,7100,12,0.107,1,0,0
44,3400,28,0.367,0,0,0
23,3500,2,0.127,0,0,0
51,7800,28,0.324,2,0,0
46,9700,25,0.258,1,1,0
46,3400,20,0.476,3,0,1
43,15200,23,0.112,3,0,0
38,5400,18,0.177,0,0,0
46,2400,23,0.437,0,0,0
45,5800,24,0.127,0,0,0
33,3400,14,0.287,1,1,0
31,5200,8,0.345,1,0,1
39,4400,21,0.272,1,0,0
56,5600,38,0.4,0,1,0
23,2200,5,0.507,0,0,0
20,6600,0,0.343,5,0,1
39,2300,23,0.106,2,0,0
38,2300,16,0.194,1,1,0
40,5600,19,0.173,2,0,1
40,12400,24,0.337,2,0,0
35,3400,13,0.174,4,1,0
55,7800,33,0.032,0,1,0
20,6900,0,0.507,0,0,1
28,6800,12,0.105,0,0,0
36,3400,10,0.22,1,1,0
20,1900,2,0.363,0,1,1
35,1200,12,0.227,0,0,1
57,4400,34,0.226,1,1,0
38,9300,21,0.711,1,0,1
40,2300,17,0.191,2,1,0
22,5700,3,0.514,2,0,1
30,2500,14,0.19,1,1,1
33,4300,8,0.461,1,1,0
34,6800,17,0.088,5,0,1
53,3600,36,0.125,2,1,0
44,5200,25,0.437,0,0,0
24,2900,2,0.195,0,0,1
40,7000,20,0.645,0,0,0
43,5200,20,0.296,0,0,0
51,5500,35,0.321,2,0,0
56,13700,38,0.167,2,1,0
25,5700,5,0.092,0,0,1
28,2400,0,0.225,0,0,0
22,3600,2,0.038,1,1,0
35,3900,10,0.4,0,1,0
43,4800,22,0.16,0,1,0
49,22800,30,0.226,4,1,0
37,5500,17,0.341,1,0,0
34,1300,14,0.17,1,0,0
39,3100,16,0.311,1,0,1
27,1100,1,0.221,0,0,0
63,4500,41,0.196,1,0,0
20,1100,0,0.299,0,1,0
40,2800,23,0.193,2,0,0
62,2300,43,0.573,1,0,0
38,5800,20,0.083,2,1,1
35,4200,13,0.243,0,0,0
33,5200,14,0.099,1,0,0
35,3900,12,0.668,1,1,0
54,2300,37,0.536,1,1,0
20,5000,0,0.491,1,1,1
56,16200,33,0.017,1,0,0
20,4900,4,0.325,0,0,0
34,3000,5,0.234,1,0,0
32,1700,13,0.456,0,1,0
45,2900,29,0.259,1,1,0
20,4800,0,0.208,1,0,0
43,8800,22,0.333,3,0,1
62,6600,42,0.377,3,1,0
21,5900,0,0.25,0,1,0
40,6800,17,0.388,1,0,0
30,5400,8,0.23,2,0,1
43,3200,21,0.336,1,0,0
38,4900,18,0.64,0,0,0
30,2300,2,0.257,0,1,0
43,4900,27,0.415,1,1,0
59,6500,38,0.36,1,1,0
35,11800,14,0.185,2,0,0
46,2200,22,0.297,3,0,0
22,5200,5,0.175,2,0,0
26,10000,10,0.148,2,0,0
43,7300,22,0.215,0,0,0
55,8500,33,0.093,0,1,0
42,6200,16,0.349,0,0,0
34,9700,18,0.22,2,0,0
37,2200,12,0.645,0,0,1
22,1600,0,0.162,3,0,1
45,4800,26,0.515,2,0,0
48,1400,32,0.733,0,0,0
32,8800,13,0.311,0,1,0
32,8600,11,0.211,0,1,0
41,3400,18,0.26,2,0,0
32,3400,14,0.419,2,0,1
37,3900,10,0.314,0,0,0
63,6000,47,0.081,2,1,0
35,4800,19,0.105,2,1,0
33,5600,8,0.565,2,0,1
30,3900,14,0.051,2,0,0
46,8500,26,0.15,1,1,0
35,4900,2,0.524,0,1,0
30,2800,10,0.282,1,0,1
53,11800,37,0.486,3,1,0
55,2300,35,0.349,0,0,0
30,3800,10,0.183,2,1,0
20,6500,0,0.251,1,0,0
50,3200,27,0.086,2,0,0
29,5100,13,0.307,0,0,1
47,6200,20,0.312,1,0,0
20,2200,0,0.014,3,0,1
48,4600,25,0.101,0,1,0
23,3500,5,0.047,2,1,0
46,3200,20,0.394,2,1,0
38,17900,19,0.392,2,1,0
26,2400,4,0.12,2,0,0
33,8000,16,0.008,0,0,0
46,4000,29,0.352,1,0,0
39,2300,16,0.296,1,0,0
45,5200,26,0.445,2,1,0
61,8400,44,0.194,1,0,0
20,6500,2,0.265,0,1,0
57,13300,34,0.103,1,1,0
39,26900,21,0.37,2,1,0
27,4600,7,0.505,2,1,1
22,2400,1,0.555,1,0,0
35,5900,19,0.209,0,0,0
49,4400,33,0.291,1,0,0
36,7400,14,0.036,2,0,0
56,2500,38,0.189,1,1,0
20,15100,0,0.088,1,0,1
37,7100,13,0.278,0,0,0
22,1300,0,0.393,2,0,1
42,2800,14,0.364,2,1,0
48,8000,28,0.316,1,0,0
32,8200,9,0.317,2,0,1
20,1700,2,0.365,0,0,0
40,6300,10,0.284,1,0,0
43,1300,15,0.188,1,0,0
42,4400,21,0.103,2,1,0
52,9800,30,0.313,2,0,0
25,2600,0,0.082,2,0,1
46,2000,26,0.365,2,1,0
52,5700,34,0.458,0,0,0
20,2500,0,0.163,1,1,0
41,6600,20,0.319,1,1,0
31,2400,10,0.507,3,0,1
37,2900,20,0.053,2,0,0
42,1500,26,0.171,1,1,0
32,4600,11,0.133,0,0,0
29,3500,5,0.209,3,0,1
38,2200,18,0.358,0,0,0
24,4100,0,0.418,1,0,0
24,7200,6,0.046,0,0,0
46,4400,30,0.255,0,0,0
24,4500,4,0.048,1,0,1
45,5600,25,0.603,3,1,0
43,2200,19,0.626,1,0,1
20,13000,3,0.183,0,0,0
29,2800,3,0.074,0,0,0
52,7000,24,0.182,0,0,0
26,6200,6,0.061,2,1,0
32,3600,7,0.286,3,0,1
43,7000,27,0.254,0,0,0
47,5400,22,0.391,0,1,0
34,1800,9,0.163,1,0,0
30,3200,6,0.153,1,0,0
55,3600,35,0.157,1,0,0
58,4300,42,0.144,1,0,0
49,2400,31,0.297,2,1,0
39,9100,21,0.342,2,0,1
28,10800,11,0.318,0,0,0
28,7100,7,0.429,4,0,1
44,10200,25,0.29,1,0,0
43,4000,26,0.213,1,0,0
54,3700,38,0.554,1,0,0
45,3100,27,0.35,1,0,0
20,5400,0,0.061,1,0,0
50,5900,32,0.451,2,1,0
26,3900,8,0.075,2,0,0
33,9300,14,0.139,1,1,0
41,5700,19,0.406,2,1,0
61,3300,39,0.227,2,0,0
75,3900,50,0.123,4,1,0
45,6900,20,0.177,2,1,0
35,7600,9,0.419,0,1,0
44,6900,28,0.142,0,1,0
48,15800,31,0.155,1,0,0
34,11500,15,0.604,0,0,1
59,7200,42,0.214,2,1,0
40,2700,19,0.155,0,1,0
43,2300,27,0.637,0,0,0
45,4000,29,0.348,0,0,0
43,6800,16,0.47,2,0,0
48,15100,31,0.199,0,0,0
30,5000,5,0.322,1,0,0
31,8100,9,0.531,0,1,0
24,3400,8,0.45,1,1,0
43,6600,20,0.342,1,0,0
47,8000,27,0.17,0,1,0
43,1400,24,0.265,1,0,1
58,4100,37,0.371,0,1,0
37,7600,15,0.173,1,1,0
46,5500,23,0.173,3,0,0
24,1800,0,0.431,2,0,1
33,900,11,0.435,1,0,1
46,4000,30,0.248,1,1,0
48,4800,29,0.141,0,0,0
34,2200,2,0.512,1,0,1
37,4700,14,0.331,1,1,0
20,4900,0,0.136,2,0,1
33,5900,7,0.64,1,0,1
48,1200,27,0.409,0,1,0
44,2200,22,0.144,2,1,0
44,3900,24,0.152,0,1,0
38,6500,22,0.159,1,1,0
38,5900,17,0.315,1,0,0
30,5100,5,0.156,1,1,0
46,3900,28,0.337,1,0,0
43,3800,21,0.345,1,0,0
43,3000,19,0.126,0,0,0
31,6800,14,0.208,3,1,0
20,2100,1,0.196,1,0,0
51,8800,35,0.222,1,1,0
32,4900,15,0.122,0,0,0
27,4000,11,0.168,0,0,0
46,3400,29,0.132,2,1,0
33,1700,7,0.287,1,0,0
50,3500,33,0.227,3,1,0
45,3900,24,0.518,1,1,0
46,1200,28,0.52,1,0,0
21,3200,0,0.282,2,1,0
52,8300,26,0.383,1,1,0
41,6200,17,0.316,4,0,0
33,3100,11,0.122,0,1,0
39,4600,19,0.199,0,1,0
20,2700,4,0.247,1,0,1
42,4700,14,0.302,3,1,0
25,10100,8,0.23,2,0,0
21,6500,0,0.362,0,0,0
20,5000,0,0.144,2,0,1
51,3800,33,0.55,1,0,0
30,6100,5,0.322,0,0,0
56,1800,32,0.405,0,0,0
31,3300,4,0.07,0,0,0
20,5300,1,0.316,1,1,0
24,6300,8,0.541,1,0,0
52,7700,34,0.144,3,1,0
36,5100,15,0.303,1,1,0
31,3600,10,0.277,1,0,0
39,6200,20,0.235,1,0,0
44,2800,28,0.259,2,1,0
51,3000,29,0.09,2,0,0
55,5100,27,0.358,1,0,0
33,4600,11,0.155,0,0,0
22,1200,0,0.373,0,0,0
33,5400,10,0.424,0,1,0
41,7200,19,0.16,2,0,0
26,3600,2,0.295,0,0,1
26,15900,4,0.547,1,0,0
42,3100,23,0.309,2,0,0
37,3600,20,0.248,0,0,0
38,3600,18,0.186,2,1,0
28,3800,6,0.271,1,1,0
35,3600,16,0.087,1,0,0
26,1700,4,0.312,3,1,0
48,3400,26,0.265,2,0,0
50,4500,26,0.145,0,1,0
20,7600,0,0.091,2,0,1
26,14400,5,0.149,2,0,0
20,8500,4,0.118,1,0,0
30,2600,11,0.346,0,0,0
36,2800,15,0.051,2,1,0
20,3500,4,0.074,0,1,0
26,10600,0,0.397,0,0,1
25,3500,4,0.179,1,0,0
40,2000,18,0.398,2,0,0
38,3100,12,0.095,4,1,0
29,6500,11,0.481,3,0,1
40,6700,17,0.292,0,0,0
31,3600,11,0.311,1,1,0
34,6500,14,0.233,0,0,0
58,1400,41,0.124,2,1,0
54,5200,27,0.208,0,1,0
22,6300,3,0.367,1,1,0
47,2900,24,0.166,1,0,0
47,3100,31,0.058,1,0,0
24,1200,0,0.25,3,0,1
47,12100,22,0.153,3,1,0
56,3400,35,0.344,2,0,0
24,4400,4,0.316,3,0,1
26,5500,4,0.106,0,1,0
50,11200,20,0.33,2,1,0
41,4300,25,0.35,1,0,0
44,3200,20,0.418,3,1,0
42,5200,25,0.381,1,1,0
42,10100,22,0.347,3,0,1
22,3400,2,0.475,2,0,1
50,2900,31,0.53,3,0,0
52,2000,32,0.304,1,0,0
35,2100,19,0.341,0,0,0
37,7000,12,0.167,3,1,1
20,3200,4,0.094,2,0,0
44,3200,21,0.347,0,0,0
44,3200,25,0.339,0,0,0
37,4800,21,0.306,1,0,0
51,4400,30,0.466,0,1,0
33,3800,17,0.056,2,1,0
44,10600,23,0.345,0,1,0
25,10200,9,0.102,1,0,0
37,1700,15,0.369,0,0,0
35,5400,18,0.056,3,0,1
40,2900,21,0.323,2,0,0
33,3500,11,0.682,2,1,0
36,5400,19,0.2,0,0,0
47,4300,27,0.172,0,1,0
32,5000,16,0.424,2,0,0
20,5500,0,0.354,1,0,1
58,5900,30,0.164,0,1,0
54,3200,22,0.295,0,1,0
22,2500,1,0.295,1,0,1
46,1900,22,0.385,1,0,0
31,2600,15,0.449,0,0,0
41,13900,14,0.303,3,1,1
41,2800,17,0.342,0,0,0
35,2200,16,0.209,1,0,0
28,4600,3,0.574,3,1,1
29,3800,10,0.273,1,0,0
27,3500,8,0.339,2,1,0
28,9100,6,0.419,1,1,0
37,6400,21,0.218,1,0,0
29,2700,4,0.345,4,0,1
46,3800,30,0.328,0,0,0
55,4000,39,0.602,2,0,1
31,7300,14,0.126,2,0,0
